จังหวัดของโรงเรียน,ชื่อโรงเรียน
เพชรบูรณ์,โรงเรียนเพชรบูรณ์วิทยา
เพชรบูรณ์,โรงเรียนเพชรพิทยาคม
เพชรบูรณ์,โรงเรียนวังชมภูวิทยาคม
เพชรบูรณ์,โรงเรียนวิทยานุกูลนารี
เพชรบูรณ์,โรงเรียนสวนกุหลาบวิทยาลัย เพชรบูรณ์
เพชรบูรณ์,โรงเรียนชนแดนวิทยาคม
เพชรบูรณ์,โรงเรียนดงขุยวิทยาคม
เพชรบูรณ์,โรงเรียนวังโป่งศึกษา
เพชรบูรณ์,โรงเรียนวังโป่งพิทยาคม
เพชรบูรณ์,โรงเรียนกาญจนาภิเษกวิทยาลัย เพชรบูรณ์
เพชรบูรณ์,โรงเรียนติ้ววิทยาคม
เพชรบูรณ์,โรงเรียนผาแดงวิทยาคม
เพชรบูรณ์,โรงเรียนผาเมืองวิทยาคม
เพชรบูรณ์,โรงเรียนเมืองกลางวิทยาคม
เพชรบูรณ์,โรงเรียนศรีจันทร์วิทยาคม รัชมังคลาภิเษก
เพชรบูรณ์,โรงเรียนหล่มสักวิทยาคม
เพชรบูรณ์,โรงเรียนเมืองราดวิทยาคม
เพชรบูรณ์,โรงเรียนหล่มเก่าพิทยาคม
เพชรบูรณ์,โรงเรียนน้ำหนาววิทยาคม
เพชรบูรณ์,โรงเรียนแคมป์สนวิทยาคม
เพชรบูรณ์,โรงเรียนร่มเกล้าเขาค้อ เพชรบูรณ์
เพชรบูรณ์,โรงเรียนโคกปรงวิทยาคม
เพชรบูรณ์,โรงเรียนซับสมบูรณ์วิทยาคม
เพชรบูรณ์,โรงเรียนน้ำร้อนวิทยาคม
เพชรบูรณ์,โรงเรียนนิยมศิลป์อนุสรณ์
เพชรบูรณ์,โรงเรียนพุขามครุฑมณีอุทิศ
เพชรบูรณ์,โรงเรียนวังใหญ่วิทยาคม
เพชรบูรณ์,โรงเรียนนาสนุ่นวิทยาคม
เพชรบูรณ์,โรงเรียนเมืองศรีเทพ
เพชรบูรณ์,โรงเรียนศรีเทพประชาสรรค์
เพชรบูรณ์,โรงเรียนนาเฉลียงพิทยาคม
เพชรบูรณ์,โรงเรียนเพชรละครวิทยา
เพชรบูรณ์,โรงเรียนหนองไผ่
เพชรบูรณ์,โรงเรียนซับบอนวิทยาคม
เพชรบูรณ์,โรงเรียนบึงสามพันวิทยาคม
เพชรบูรณ์,โรงเรียนวังพิกุลพิทยาคม
เพชรบูรณ์,โรงเรียนศรีมงคลวิทยาคม
เพชรบูรณ์,โรงเรียนสาธิต มหาวิทยาลัยราชภัฏเพชรบูรณ์
เพชรบูรณ์,โรงเรียนสาธิตมหาวิทยาลัยราชภัฏเพชรบูรณ์
เพชรบูรณ์,โรงเรียนปริยัติสามัญวัดมหาธาตุ
เพชรบูรณ์,โรงเรียนองค์การบริหารส่วนจังหวัดเพชรบูรณ์ (วังชมภูวิทยาคม)
เพชรบูรณ์,โรงเรียนเมตตาชนูปถัมภ์
เพชรบูรณ์,โรงเรียนปริยัติธรรมวัดมหาธาตุเพชรบูรณ์
เพชรบูรณ์,โรงเรียนจิตพิมล
เพชรบูรณ์,โรงเรียนบ้านดงน้ำเดื่อ
เพชรบูรณ์,โรงเรียนฤทัยทิพย์
เพชรบูรณ์,โรงเรียนปริยัติสามัญวัดไพรสณฑ์ศักดาราม
ราชบุรี,โรงเรียนกองทัพบกอุปถัมภ์ บูรณวิทยา
ราชบุรี,โรงเรียนกองทัพบกอุปถัมภ์ โยธินวิทยา
ราชบุรี,โรงเรียนดรุณาราชบุรี
ราชบุรี,โรงเรียนดรุณาราชบุรีวิเทศศึกษา
ราชบุรี,โรงเรียนดำเนินวิทยา
ราชบุรี,โรงเรียนดุสิตวิทยา
ราชบุรี,โรงเรียนเทพวิทยา
ราชบุรี,โรงเรียนเทพินทร์พิทยา
ราชบุรี,โรงเรียนธรรมจารินีวิทยา
ราชบุรี,โรงเรียนธีรศาสตร์
ราชบุรี,โรงเรียนนารีวิทยา
ราชบุรี,โรงเรียนนารีวุฒิ
ราชบุรี,โรงเรียนบ้านโป่งวิทยาคม
ราชบุรี,โรงเรียนบุญชิตวิทยา
ราชบุรี,โรงเรียนพิบูลสงครามอุปถัมภ์ ราชบุรี
ราชบุรี,โรงเรียนเพ็ญวิวัฒน์วิทยา
ราชบุรี,โรงเรียนมัธยมวัดไทรราษฎร์อุปถัมภ์
ราชบุรี,โรงเรียนแย้มวิทยการ
ราชบุรี,โรงเรียนราษฎร์บำรุงวิทย์
ราชบุรี,โรงเรียนเรืองวิทย์พระหฤทัย
ราชบุรี,โรงเรียนวังตาลวิทยา
ราชบุรี,"โรงเรียนวัดบ้านโป่ง ""สามัคคีคุณูปถัมภ์"""
ราชบุรี,โรงเรียนวันทามารีอา ราชบุรี
ราชบุรี,โรงเรียนวิชัยวิชาคม
ราชบุรี,โรงเรียนสมศักดิ์วิทยา
ราชบุรี,โรงเรียนสายสมบูรณ์
ราชบุรี,โรงเรียนสารสิทธิ์พิทยาลัย
ราชบุรี,โรงเรียนสุริยวงศ์
ราชบุรี,โรงเรียนอภิบาลกุลบุตร
ราชบุรี,โรงเรียนอุดมวิทยา ราชบุรี
ราชบุรี,โรงเรียนฮั่วเคี้ยวกงลิบไต้ฮึน
ราชบุรี,โรงเรียนแคทรายวิทยา
ราชบุรี,โรงเรียนรัฐราษฏร์อุปถัมภ์
ราชบุรี,โรงเรียนราชโบริกานุเคราะห์
ราชบุรี,โรงเรียนคุรุราษฎร์รังสฤษฏ์
ราชบุรี,โรงเรียนด่านทับตะโกราษฎร์อุปถัมภ์
ราชบุรี,โรงเรียนสวนผึ้งวิทยา
ราชบุรี,โรงเรียนบรมราชินีนาถราชวิทยาลัย
ราชบุรี,โรงเรียนปากท่อพิทยาคม
ราชบุรี,โรงเรียนวัดสันติการามวิทยา ในพระบรมราชานุเคราะห์
ราชบุรี,โรงเรียนโสภณศิริราษฎร์
ราชบุรี,โรงเรียนบ้านคาวิทยา
ราชบุรี,โรงเรียนดอนคลังวิทยา
ราชบุรี,โรงเรียนเนกขัมวิทยา
ราชบุรี,โรงเรียนประสาทรัฐประชากิจ
ราชบุรี,โรงเรียนสายธรรมจันทร์
ราชบุรี,โรงเรียนกรับใหญ่ว่องกุศลกิจพิทยาคม
ราชบุรี,โรงเรียนรัตนราษฎร์บำรุง
ราชบุรี,โรงเรียนวัดดอนตูม
ราชบุรี,โรงเรียนหนองปลาหมอพิทยาคม
ราชบุรี,โรงเรียนบางแพปฐมพิทยา
ราชบุรี,โรงเรียนโพหัก (วงศ์สมบูรณ์ราษฎร์อุปถัมภ์)
ราชบุรี,โรงเรียนช่องพรานวิทยา
ราชบุรี,โรงเรียนท่ามะขามวิทยา
ราชบุรี,โรงเรียนโพธาวัฒนาเสนี
ราชบุรี,โรงเรียนหนองโพวิทยา
ราชบุรี,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ราชบุรี
ราชบุรี,โรงเรียนสาธิตพหลโยธินรามินทรภักดี (เทศบาลเมืองราชบุรี)
ราชบุรี,โรงเรียนสาธิตแห่งมหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง
กาญจนบุรี,โรงเรียนเขมภัทรศึกษา
กาญจนบุรี,โรงเรียนชัยจิตต์วิทยา
กาญจนบุรี,โรงเรียนโชตินันต์
กาญจนบุรี,โรงเรียนฐิติวิทยา
กาญจนบุรี,โรงเรียนดรุณากาญจนบุรี
กาญจนบุรี,โรงเรียนดีสมจิตรวิทยา
กาญจนบุรี,โรงเรียนถาวรวิทยา
กาญจนบุรี,โรงเรียนทิพย์พิทยา
กาญจนบุรี,โรงเรียนบวรวิทยาอนุบาล
กาญจนบุรี,โรงเรียนประชาสงเคราะห์
กาญจนบุรี,โรงเรียนยู่เฉียวเซียะเลี้ยว
กาญจนบุรี,โรงเรียนราษฎร์บำรุง
กาญจนบุรี,โรงเรียนวินัยนุกูล
กาญจนบุรี,โรงเรียนวีรศิลป์
กาญจนบุรี,โรงเรียนศิริวิทยานุบาล
กาญจนบุรี,โรงเรียนสาธิตมหาวิทยาลัยราชภัฏกาญจนบุรี
กาญจนบุรี,โรงเรียนสิทธิศึกษา
กาญจนบุรี,โรงเรียนหมู่บ้านเด็กมูลนิธิเด็ก
กาญจนบุรี,โรงเรียนอนุชนศึกษา
กาญจนบุรี,โรงเรียนอำนวยวิทย์ กาญจนบุรี
กาญจนบุรี,โรงเรียนกาญจนานุเคราะห์
กาญจนบุรี,โรงเรียนเทพมงคลรังษี
กาญจนบุรี,โรงเรียนบ้านเก่าวิทยา
กาญจนบุรี,โรงเรียนลาดหญ้าพิทยาคม
กาญจนบุรี,โรงเรียนท่าม่วงราษฎร์บำรุง
กาญจนบุรี,โรงเรียนพังตรุราษฏร์รังสรรค์
กาญจนบุรี,โรงเรียนหนองขาวโกวิทพิทยาคม
กาญจนบุรี,โรงเรียนหนองตากยาตั้งวิริยะราษฎร์บำรุง
กาญจนบุรี,โรงเรียนด่านมะขามเตี้ยวิทยาคม
กาญจนบุรี,โรงเรียนบ่อพลอยรัชดาภิเษก
กาญจนบุรี,โรงเรียนหนองรีประชานิมิต
กาญจนบุรี,โรงเรียนท่ามะกาปุญสิริวิทยา
กาญจนบุรี,โรงเรียนท่ามะกาวิทยาคม
กาญจนบุรี,โรงเรียนท่าเรือพิทยาคม
กาญจนบุรี,โรงเรียนนิวิฐราษฏร์อุปถัมภ์
กาญจนบุรี,โรงเรียนพระแท่นดงรังวิทยาคาร
กาญจนบุรี,โรงเรียนพนมทวนชนูปถัมภ์
กาญจนบุรี,โรงเรียนเลาขวัญราษฎร์บำรุง
กาญจนบุรี,โรงเรียนประชามงคล
กาญจนบุรี,โรงเรียนหนองปรือพิทยาคม
กาญจนบุรี,โรงเรียนห้วยกระเจาพิทยาคม
กาญจนบุรี,โรงเรียนไทรโยคน้อยวิทยา
กาญจนบุรี,โรงเรียนไทรโยคมณีกาญจน์วิทยา
กาญจนบุรี,โรงเรียนศรีสวัสดิ์พิทยาคม
กาญจนบุรี,โรงเรียนทองผาภูมิวิทยา
กาญจนบุรี,โรงเรียนร่มเกล้า กาญจนบุรี
กาญจนบุรี,โรงเรียนอุดมสิทธิศึกษา
กาญจนบุรี,โรงเรียนองค์การบริหารส่วนจังหวัดกาญจนบุรี 1 (บ้านเก่าวิทยา)
กาญจนบุรี,โรงเรียนเทพศิรินทร์ลาดหญ้า กาญจนบุรี
กาญจนบุรี,โรงเรียนบ้านท่าดินแดง
กาญจนบุรี,โรงเรียนเฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ กาญจนบุรี
กาญจนบุรี,โรงเรียนวิสุทธรังษี
สุพรรณบุรี,โรงเรียนคี่ตี้
สุพรรณบุรี,โรงเรียนถวิลวิทยา
สุพรรณบุรี,โรงเรียนประทีปศึกษา
สุพรรณบุรี,โรงเรียนปรีดาวิทย์
สุพรรณบุรี,โรงเรียนปัญญาประเสริฐ
สุพรรณบุรี,โรงเรียนปัญญาประเสริฐวิทยา
สุพรรณบุรี,โรงเรียนภาวนาภิมณฑ์พิทยา
สุพรรณบุรี,โรงเรียนแม่พระประจักษ์
สุพรรณบุรี,โรงเรียนยอแซฟอุปถัมภ์อู่ทอง
สุพรรณบุรี,โรงเรียนรัตนไพศาล
สุพรรณบุรี,โรงเรียนรัตนศึกษา
สุพรรณบุรี,โรงเรียนวิทยาศึกษา
สุพรรณบุรี,โรงเรียนศรีรัตน์วิทยา
สุพรรณบุรี,โรงเรียนสมถวิลอนุบาล
สุพรรณบุรี,โรงเรียนสหวิทย์
สุพรรณบุรี,โรงเรียนสุนันทา
สุพรรณบุรี,โรงเรียนอำนวยเวทย์
สุพรรณบุรี,โรงเรียนอุภัยภาดาวิทยาลัย
สุพรรณบุรี,โรงเรียนเอกชนการกุศลวัดสกุณปักษี
สุพรรณบุรี,โรงเรียนกรรณสูตศึกษาลัย
สุพรรณบุรี,โรงเรียนกาญจนาภิเษกวิทยาลัย สุพรรณบุรี
สุพรรณบุรี,โรงเรียนตลิ่งชันวิทยา
สุพรรณบุรี,โรงเรียนสงวนหญิง
สุพรรณบุรี,โรงเรียนสวนแตงวิทยา
สุพรรณบุรี,โรงเรียนบางแม่หม้าย รัฐราษฎร์รังสฤษดิ์
สุพรรณบุรี,โรงเรียนหรรษาสุจิตต์วิทยา 2
สุพรรณบุรี,โรงเรียนวังหว้าราษฎร์สามัคคี
สุพรรณบุรี,"โรงเรียนศรีประจันต์ ""เมธีประมุข"""
สุพรรณบุรี,โรงเรียนสรวงสุทธาวิทยา
สุพรรณบุรี,โรงเรียนบรรหารแจ่มใสวิทยา 1
สุพรรณบุรี,โรงเรียนสระกระโจมโสภณพิทยา
สุพรรณบุรี,โรงเรียนบรรหารแจ่มใสวิทยา 5
สุพรรณบุรี,โรงเรียนบ่อสุพรรณวิทยา
สุพรรณบุรี,โรงเรียนบางลี่วิทยา
สุพรรณบุรี,โรงเรียนสองพี่น้องวิทยา
สุพรรณบุรี,โรงเรียนหนองวัลย์เปรียงวิทยา
สุพรรณบุรี,โรงเรียนดอนคาวิทยา
สุพรรณบุรี,โรงเรียนสระยายโสมวิทยา
สุพรรณบุรี,โรงเรียนอู่ทอง
สุพรรณบุรี,โรงเรียนอู่ทองศึกษาลัย
สุพรรณบุรี,โรงเรียนทุ่งคลีโคกช้างวิทยา
สุพรรณบุรี,โรงเรียนธรรมโชติศึกษาลัย
สุพรรณบุรี,โรงเรียนบรรหารแจ่มใสวิทยา 7
สุพรรณบุรี,โรงเรียนบ่อกรุวิทยา
สุพรรณบุรี,โรงเรียนด่านช้างวิทยา
สุพรรณบุรี,โรงเรียนบรรหารแจ่มใสวิทยา 3
สุพรรณบุรี,โรงเรียนทุ่งแฝกพิทยาคม
สุพรรณบุรี,โรงเรียนบรรหารแจ่มใสวิทยา 6
สุพรรณบุรี,โรงเรียนสามชุกรัตนโภคาราม
สุพรรณบุรี,โรงเรียนหนองหญ้าไซวิทยา
สุพรรณบุรี,โรงเรียนกีฬาจังหวัดสุพรรณบุรี
สุพรรณบุรี,"โรงเรียนบางปลาม้า ""สูงสุมารผดุงวิทย์"""
สุพรรณบุรี,TFCA school of football
สุพรรณบุรี,โรงเรียนเทศบาล 3 (วัดไชนาวาส)
นครปฐม,โรงเรียนจันทร์สว่างกูล
นครปฐม,โรงเรียนจารุวรรณวิทยา
นครปฐม,โรงเรียนเจริญศิลป์วิทยา
นครปฐม,โรงเรียนเจริญสุข
นครปฐม,โรงเรียนเจี้ยนหัว
นครปฐม,โรงเรียนเดชอนุสรณ์
นครปฐม,โรงเรียนเทพนิมิตวัฒนา
นครปฐม,โรงเรียนธรรมาภิสมัย
นครปฐม,โรงเรียนนักบุญเปโตร
นครปฐม,โรงเรียนนาคประสิทธิ์
นครปฐม,โรงเรียนบวรธนวิทย์
นครปฐม,โรงเรียนบอสโกพิทักษ์
นครปฐม,โรงเรียนบำรุงวิทยา
นครปฐม,โรงเรียนภัทรนุสรณ์
นครปฐม,โรงเรียนภัทรบุตร
นครปฐม,โรงเรียนมารีย์อุปถัมภ์
นครปฐม,โรงเรียนเม่งฮั้วกงฮัก
นครปฐม,โรงเรียนเมธา
นครปฐม,โรงเรียนยอแซฟอุปถัมภ์
นครปฐม,โรงเรียนราษฎร์บำรุงวิทยา
นครปฐม,โรงเรียนสกลวิทยา
นครปฐม,โรงเรียนสว่างวิทยา
นครปฐม,โรงเรียนสหบำรุงวิทยา
นครปฐม,โรงเรียนสาธิตวิทยา
นครปฐม,โรงเรียนเสริมสิทธิ์วิทยา
นครปฐม,โรงเรียนแสงทองวิทยา
นครปฐม,โรงเรียนอำนวยวิทย์ นครปฐม
นครปฐม,โรงเรียนเอกดรุณ
นครปฐม,โรงเรียนพระปฐมวิทยาลัย
นครปฐม,โรงเรียนพระปฐมวิทยาลัย 2 หลวงพ่อเงินอนุสรณ์
นครปฐม,โรงเรียนโพรงมะเดื่อวิทยาคม
นครปฐม,โรงเรียนราชินีบูรณะ
นครปฐม,โรงเรียนวัดห้วยจรเข้วิทยาคม
นครปฐม,โรงเรียนศรีวิชัยวิทยา
นครปฐม,โรงเรียนสระกะเทียมวิทยาคม
นครปฐม,โรงเรียนสิรินธรราชวิทยาลัย
นครปฐม,โรงเรียนกำแพงแสนวิทยา
นครปฐม,โรงเรียนมัธยมฐานบินกำแพงแสน
นครปฐม,โรงเรียนศาลาตึกวิทยา
นครปฐม,โรงเรียนคงทองวิทยา
นครปฐม,โรงเรียนบ้านหลวงวิทยา
นครปฐม,โรงเรียนงิ้วรายบุญมีรังสฤษดิ์
นครปฐม,โรงเรียนปรกแก้ววิทยา
นครปฐม,โรงเรียนพลอยจาตุรจินดา
นครปฐม,โรงเรียนเพิ่มวิทยา
นครปฐม,โรงเรียนภัทรญาณวิทยา
นครปฐม,โรงเรียนแหลมบัววิทยา
นครปฐม,โรงเรียนบัวปากท่าวิทยา
นครปฐม,โรงเรียนบางเลนวิทยา
นครปฐม,โรงเรียนบางหลวงวิทยา
นครปฐม,โรงเรียนสถาพรวิทยา
นครปฐม,โรงเรียนปรีดารามวิทยาคม
นครปฐม,โรงเรียน ภ.ป.ร. ราชวิทยาลัย ในพระบรมราชูปถัมภ์
นครปฐม,โรงเรียนวัดไร่ขิงวิทยา
นครปฐม,โรงเรียนสามพรานวิทยา
นครปฐม,โรงเรียนกาญจนาภิเษกวิทยาลัย นครปฐม (พระตำหนักสวนกุหลาบมัธยม)
นครปฐม,โรงเรียนรัตนโกสินทร์สมโภชบวรนิเวศศาลายา ในพระสังฆราชูปถัมภ์
นครปฐม,โรงเรียนกีฬาเทศบาลนครนครปฐม
นครปฐม,โรงเรียนนายร้อยตำรวจ
นครปฐม,โรงเรียนมหิดลวิทยานุสรณ์
นครปฐม,โรงเรียนอุบลรัตนราชกัญญาราชวิทยาลัย นครปฐม
สมุทรสาคร,โรงเรียนจงรักษ์พิทยาคารสงเคราะห์
สมุทรสาคร,โรงเรียนเจริญศิลป์ศึกษา
สมุทรสาคร,โรงเรียนบ้านแพ้ววิทยา
สมุทรสาคร,โรงเรียนปฐมพรพิทยา
สมุทรสาคร,โรงเรียนประชินนุสรณ์
สมุทรสาคร,โรงเรียนมหาชัยคริสเตียนวิทยา
สมุทรสาคร,โรงเรียนศรีทัศน์ดำรงวิทย์
สมุทรสาคร,โรงเรียนสมฤดีสมุทรสาคร
สมุทรสาคร,โรงเรียนสาครวิทยา
สมุทรสาคร,โรงเรียนสามชัยวิเทศศึกษา
สมุทรสาคร,โรงเรียนอันนาลัย
สมุทรสาคร,โรงเรียนพันท้ายนรสิงห์วิทยา
สมุทรสาคร,โรงเรียนสมุทรสาครบูรณะ
สมุทรสาคร,โรงเรียนสมุทรสาครวิทยาลัย
สมุทรสาคร,โรงเรียนสมุทรสาครวุฒิชัย
สมุทรสาคร,"โรงเรียนกระทุ่มแบน ""วิเศษสมุทคุณ"""
สมุทรสาคร,โรงเรียนกุศลวิทยา
สมุทรสาคร,โรงเรียนอ้อมน้อยโสภณชนูปถัมภ์
สมุทรสาคร,โรงเรียนวัดธรรมจริยาภิรมย์
สมุทรสาคร,โรงเรียนวัดหลักสี่พิพัฒน์ราษฏร์อุปถัมภ์
สมุทรสาคร,โรงเรียนหลักสองส่งเสริมวิทยา
สมุทรสาคร,โรงเรียนเฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ สมุทรสาคร
สมุทรสาคร,โรงเรียนสารสาสน์วิเทศสมุทรสาคร
สมุทรสาคร,โรงเรียนเทศบาลบ้านมหาชัย (อนุกูลราษฎร์)
สมุทรสาคร,โรงเรียนบ้านปล่องเหลี่ยม
สมุทรสาคร,โรงเรียนทานตะวันไตรภาษา
สมุทรสาคร,โรงเรียนเทศบาลอ้อมน้อย
สมุทรสงคราม,โรงเรียนกงหลีเจี้ยนหมิน
สมุทรสงคราม,โรงเรียนดรุณานุกูล
สมุทรสงคราม,โรงเรียนดรุณานุเคราะห์
สมุทรสงคราม,โรงเรียนถาวรวิทยา
สมุทรสงคราม,โรงเรียนนารีวัฒนา
สมุทรสงคราม,โรงเรียนประกอบวิทยา
สมุทรสงคราม,โรงเรียนปุโรทกานนท์บูรณะ
สมุทรสงคราม,โรงเรียนล้อมรัก
สมุทรสงคราม,โรงเรียนวิริยะวิทยามูลนิธิ
สมุทรสงคราม,โรงเรียนอนุกูลวิทยา
สมุทรสงคราม,โรงเรียนเอื้อวิทยา
สมุทรสงคราม,โรงเรียนถาวรานุกูล
สมุทรสงคราม,โรงเรียนท้ายหาด
สมุทรสงคราม,โรงเรียนศรัทธาสมุทร
สมุทรสงคราม,โรงเรียนเมธีชุณหะวัณวิทยาลัย
สมุทรสงคราม,โรงเรียนสกลวิสุทธิ
สมุทรสงคราม,โรงเรียนเทพสุวรรณชาญวิทยา
สมุทรสงคราม,โรงเรียนวัดแก้วเจริญอำนวยวิทย์
สมุทรสงคราม,โรงเรียนวัดบางกะพ้อม (คงลาภยิ่งประชานุสรณ์)
สมุทรสงคราม,โรงเรียนอัมพวันวิทยาลัย
สมุทรสงคราม,โรงเรียนเฉลิมพระเกียรติ ๖๐ พรรษา
สมุทรสงคราม,โรงเรียนสารสาสน์วิเทศสมุทรสงคราม
สมุทรสงคราม,โรงเรียนเทศบาลวัดป้อมแก้ว (อัครพงศชนูปถัมภ์)
สมุทรสงคราม,โรงเรียนเทศบาล 5 วัดป้อมแก้ว (อัครพงศ์ชนูปถัมภ์)
เพชรบุรี,โรงเรียนแก่นจันทร์วิทยา
เพชรบุรี,โรงเรียนเซนต์โยเซฟเพชรบุรี
เพชรบุรี,โรงเรียนปริยัติรังสรรค์
เพชรบุรี,โรงเรียนราษฎร์วิทยา
เพชรบุรี,โรงเรียนวัดเขาย้อยไพบูลย์อุปถัมภ์ (แสงส่องหล้า ๕)
เพชรบุรี,โรงเรียนศศิมา
เพชรบุรี,โรงเรียนศึกษาปัญญา
เพชรบุรี,โรงเรียนสุวรรณรังสฤษฏ์วิทยาลัย
เพชรบุรี,โรงเรียนอรุณประดิษฐ
เพชรบุรี,โรงเรียนอิสลามดำรงธรรม
เพชรบุรี,โรงเรียนคงคาราม
เพชรบุรี,โรงเรียนดอนยางวิทยา
เพชรบุรี,โรงเรียนบางจานวิทยา
เพชรบุรี,โรงเรียนเบญจมเทพอุทิศจังหวัดเพชรบุรี
เพชรบุรี,โรงเรียนพรหมานุสรณ์จังหวัดเพชรบุรี
เพชรบุรี,โรงเรียนวัดจันทราวาส(ศุขประสารราษฏร์)
เพชรบุรี,โรงเรียนเขาย้อยพิทยาคม
เพชรบุรี,โรงเรียนเขาย้อยวิทยา
เพชรบุรี,โรงเรียนหนองหญ้าปล้องวิทยา
เพชรบุรี,โรงเรียนบางตะบูนวิทยา
เพชรบุรี,โรงเรียนบ้านแหลมวิทยา
เพชรบุรี,โรงเรียนวชิรธรรมโศภิต
เพชรบุรี,โรงเรียนจุฬาภรณราชวิทยาลัย เพชรบุรี
เพชรบุรี,โรงเรียนชะอำคุณหญิงเนื่องบุรี
เพชรบุรี,โรงเรียนโตนดหลวงวิทยา
เพชรบุรี,โรงเรียนห้วยทรายประชาสรรค์
เพชรบุรี,โรงเรียนท่ายางวิทยา
เพชรบุรี,โรงเรียนหนองจอกวิทยา
เพชรบุรี,โรงเรียนหนองชุมแสงวิทยา
เพชรบุรี,โรงเรียนบ้านลาดวิทยา
เพชรบุรี,โรงเรียนแก่งกระจานวิทยา
เพชรบุรี,โรงเรียนป่าเด็งวิทยา
เพชรบุรี,โรงเรียนโยธินบูรณะ เพชรบุรี
เพชรบุรี,โรงเรียนราชประชานุเคราะห์ 47 จังหวัดเพชรบุรี
ประจวบคีรีขันธ์,โรงเรียนกองทัพบกอุปถัมภ์ รัชตวิทยา
ประจวบคีรีขันธ์,โรงเรียนกำเนิดวิทยา
ประจวบคีรีขันธ์,โรงเรียนกิตติคุณ
ประจวบคีรีขันธ์,โรงเรียนจันทรศึกษา
ประจวบคีรีขันธ์,โรงเรียนชินนุกูลวิทยา
ประจวบคีรีขันธ์,โรงเรียนเชวงศักดิ์ศึกษา
ประจวบคีรีขันธ์,โรงเรียนดรุณศึกษา
ประจวบคีรีขันธ์,โรงเรียนบุญประเสริฐ
ประจวบคีรีขันธ์,โรงเรียนพระแม่มารีประจวบคีรีขันธ์
ประจวบคีรีขันธ์,โรงเรียนมัธยมนพคุณ
ประจวบคีรีขันธ์,โรงเรียนมัธยมสาธุการวิทยา
ประจวบคีรีขันธ์,โรงเรียนรักษ์วิทยา
ประจวบคีรีขันธ์,โรงเรียนวราวัฒน์วิทยา
ประจวบคีรีขันธ์,โรงเรียนวังไกลกังวล
ประจวบคีรีขันธ์,โรงเรียนวันทามารีอา
ประจวบคีรีขันธ์,โรงเรียนวิเศษวิทยา
ประจวบคีรีขันธ์,โรงเรียนวิเศษศึกษา
ประจวบคีรีขันธ์,โรงเรียนศิริวิทยา
ประจวบคีรีขันธ์,โรงเรียนสมถวิล หัวหิน
ประจวบคีรีขันธ์,โรงเรียนสหมิตรวิทยาคม
ประจวบคีรีขันธ์,โรงเรียนสายวิทยา
ประจวบคีรีขันธ์,โรงเรียนหัวหินวิทยาลัย
ประจวบคีรีขันธ์,โรงเรียนอรุณวิทยา
ประจวบคีรีขันธ์,โรงเรียนอุดมศึกษา
ประจวบคีรีขันธ์,โรงเรียนประจวบวิทยาลัย
ประจวบคีรีขันธ์,โรงเรียนหว้ากอวิทยาลัย
ประจวบคีรีขันธ์,โรงเรียนอ่าวน้อยวิทยานิคม
ประจวบคีรีขันธ์,โรงเรียนทับสะแกวิทยา
ประจวบคีรีขันธ์,โรงเรียนห้วยยางวิทยา
ประจวบคีรีขันธ์,โรงเรียนชัยเกษมวิทยา
ประจวบคีรีขันธ์,โรงเรียนธงชัยวิทยา
ประจวบคีรีขันธ์,โรงเรียนบางสะพานวิทยา
ประจวบคีรีขันธ์,โรงเรียนบางสะพานน้อยวิทยาคม
ประจวบคีรีขันธ์,โรงเรียนกุยบุรีวิทยา
ประจวบคีรีขันธ์,โรงเรียนยางชุมวิทยา
ประจวบคีรีขันธ์,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปราณบุรี
ประจวบคีรีขันธ์,โรงเรียนปากน้ำปราณวิทยา
ประจวบคีรีขันธ์,โรงเรียนเมืองปราณบุรี
ประจวบคีรีขันธ์,โรงเรียนรัชตวิทยาคม
ประจวบคีรีขันธ์,โรงเรียนหนองพลับวิทยา
ประจวบคีรีขันธ์,โรงเรียนหัวหิน
ประจวบคีรีขันธ์,โรงเรียนหัวหินวิทยาคม
ประจวบคีรีขันธ์,โรงเรียนสามร้อยยอดวิทยาคม
ประจวบคีรีขันธ์,โรงเรียนธนาคารออมสิน
ประจวบคีรีขันธ์,โรงเรียนพัฒนศาสน์วิทยา
ประจวบคีรีขันธ์,โรงเรียนพุทธศาสน์โกศล (วัดวังยาว)
ประจวบคีรีขันธ์,โรงเรียนอนุบาลกุยบุรี (วัดวังยาว)
นครศรีธรรมราช,โรงเรียนกาญจนศึกษา
นครศรีธรรมราช,โรงเรียนกาญจนศึกษาพัฒนาการ
นครศรีธรรมราช,โรงเรียนเกตุชาติศึกษา
นครศรีธรรมราช,โรงเรียนเกียรติขนอมศึกษา
นครศรีธรรมราช,โรงเรียนโคกครามพิชากร
นครศรีธรรมราช,โรงเรียนจรรยานุยุตวิทยา
นครศรีธรรมราช,โรงเรียนจรัสพิชากร
นครศรีธรรมราช,โรงเรียนจันดีพิทยาคม
นครศรีธรรมราช,โรงเรียนจิรวิทย์พิทยา
นครศรีธรรมราช,โรงเรียนจุฑาวิทย์
นครศรีธรรมราช,โรงเรียนเจริญพงศ์วิทยา
